emp_no,salary,from_date,to_date
107082,50894,1996-02-05,1997-02-04
107083,47373,1986-10-27,1987-10-27
107084,40000,1992-04-03,1993-04-03
107085,68615,1991-07-09,1992-07-08
107086,45844,1988-09-24,1989-09-24
107087,48303,1987-01-22,1988-01-22
107088,55022,1996-07-16,1997-07-16
107089,43003,1988-04-24,1989-04-24
107090,43398,1987-03-01,1988-02-29
107091,61700,1986-10-31,1987-10-31
107092,43998,1992-01-27,1993-01-26
107093,81173,1999-12-26,2000-12-25
107094,50128,1992-02-02,1993-02-01
107095,40000,1995-09-28,1996-09-27
107096,71281,1991-07-07,1992-07-06
107097,79614,1990-09-30,1991-09-30
107098,100892,1986-10-06,1987-10-06
107099,59818,1999-04-23,2000-04-22
107100,66951,1985-07-06,1986-07-06
107101,40232,1997-04-24,1998-04-24
107102,40000,1985-12-03,1986-12-03
107103,57771,1989-07-27,1990-07-27
107104,54425,1992-04-25,1993-04-25
107105,72215,1986-11-04,1987-11-04
107106,40000,1991-09-08,1992-09-07
107107,83924,1987-11-07,1988-11-06
107108,55628,1990-12-03,1991-12-03
107109,46419,1995-12-16,1996-12-15
107110,54147,1998-05-19,1999-05-19
107111,68022,1994-08-06,1995-08-06
107112,53112,1996-07-07,1997-07-07
107113,65971,1987-07-15,1988-07-14
107114,62610,1998-07-08,1999-07-08
107115,41739,1990-12-29,1991-12-29
107116,65017,1997-04-16,1998-04-16
107117,40000,1986-02-04,1987-02-04
107118,40000,1986-02-13,1987-02-13
107119,40000,1989-05-03,1990-05-03
107120,47185,1998-04-08,1999-04-08
107121,74990,1991-12-21,1992-12-20
107122,64148,1991-08-27,1992-08-26
107123,74284,1999-05-08,2000-03-12
107124,40000,1985-12-03,1986-12-03
107125,40000,1993-12-14,1994-12-14
107126,77575,1989-09-16,1990-09-16
107127,47841,1990-03-20,1990-04-13
107128,40000,1991-10-24,1992-10-23
107129,41980,1994-10-17,1995-10-17
107130,68484,1996-04-14,1997-04-14
107131,45823,1988-07-12,1989-07-12
107132,42203,1989-04-12,1990-04-12
107133,40000,1998-09-12,1999-09-12
107134,40000,1987-05-14,1988-05-13
107135,40000,1985-05-25,1986-05-25
107136,58263,1994-08-25,1995-08-25
107137,40000,1995-01-08,1996-01-08
107138,65193,1988-12-14,1989-12-14
107139,66475,1996-07-07,1997-07-07
107140,108994,1987-12-08,1988-12-07
107141,50286,1987-05-29,1987-11-11
107142,41833,1991-05-11,1992-05-10
107143,40000,1997-07-13,1998-07-13
107144,40000,1998-03-19,1999-03-19
107145,40000,1987-12-16,1988-12-15
107146,54282,1986-11-09,1987-11-09
107147,74309,1987-10-31,1988-10-30
107148,40000,1990-05-10,1991-05-10
107149,40000,1996-06-21,1997-06-21
107150,64524,1990-03-31,1991-03-31
107151,40823,1989-08-18,1990-08-18
107152,40000,1997-08-10,1998-08-10
107153,53084,1985-05-03,1986-05-03
107154,66961,1995-12-28,1996-12-27
107155,40000,1985-08-07,1986-08-07
107156,55452,1998-12-13,1999-12-13
107157,40000,1991-06-20,1992-06-19
107158,45016,1988-11-06,1989-11-06
107159,50707,1992-01-10,1993-01-09
107160,48722,1985-10-11,1986-10-11
107161,81085,1992-08-04,1993-08-04
107162,60459,1996-11-11,1997-11-11
107163,96993,1996-05-21,1997-05-21
107164,55492,1989-08-12,1990-08-12
107165,49152,1996-03-26,1997-03-26
107166,40000,1996-08-06,1997-08-06
107167,40000,1992-03-28,1993-03-28
107168,40000,1996-02-24,1997-02-23
107169,54061,1995-12-13,1996-12-12
107170,60870,1985-04-26,1986-04-26
107171,63842,1991-06-07,1992-06-06
107172,41976,1990-09-11,1991-09-11
107173,66709,1985-10-30,1986-10-30
107174,40000,1998-08-18,1999-08-18
107175,46705,1988-02-26,1989-02-25
107176,52675,1996-08-21,1997-08-21
107177,40135,1985-10-01,1986-10-01
107178,50811,1999-09-14,2000-09-13
107179,47508,1986-08-03,1987-08-03
107180,40000,1991-02-22,1992-02-22
107181,49061,1991-07-17,1992-07-16
107182,41965,1992-10-27,1993-10-27
107183,53688,1993-10-20,1994-10-20
107184,40000,1996-07-07,1997-07-07
107185,59441,1986-03-14,1987-03-14
107186,47483,1994-06-24,1995-06-24
107187,66175,1997-03-05,1998-03-05
107188,41941,1996-03-23,1997-03-23
107189,40000,1985-02-02,1986-02-02
107190,50796,1999-08-13,2000-08-12
107191,40419,1985-09-12,1986-09-12
107192,40000,1996-07-18,1997-07-18
107193,52391,1990-06-19,1991-06-19
107194,46091,1993-12-04,1994-12-04
107195,48832,1992-07-07,1993-07-07
107196,48681,1998-02-03,1999-02-03
107197,52275,1997-10-09,1998-10-09
107198,75396,1985-04-16,1986-04-16
107199,79763,1991-06-30,1992-06-29
107200,54495,1986-06-13,1987-06-13
107201,64696,1988-10-10,1989-10-10
107202,45642,1988-08-01,1989-08-01
107203,68151,1993-10-25,1994-10-25
107204,73535,1992-01-30,1993-01-29
107205,56416,1989-02-24,1990-02-24
107206,40000,1988-02-01,1989-01-31
107207,76806,1986-06-11,1987-06-11
107208,52684,1987-07-02,1988-07-01
107209,40000,1995-12-23,1996-12-22
107210,54408,1985-08-08,1986-08-08
107211,40000,1997-10-04,1998-10-04
107212,40000,1993-07-07,1994-07-07
107213,44940,1988-07-05,1989-07-05
107214,40000,1990-04-27,1991-04-27
107215,44942,1986-11-20,1987-11-20
107216,40000,1991-11-18,1992-11-17
107217,40000,1988-09-13,1989-09-13
107218,52758,1998-01-28,1999-01-28
107219,45881,1996-11-24,1997-11-24
107220,40000,1998-06-09,1999-06-09
107221,51010,1986-03-22,1987-03-22
107222,52544,1998-05-20,1999-05-20
107223,56257,1998-10-05,1999-10-05
107224,77936,1999-02-01,2000-02-01
107225,53143,1996-02-04,1997-02-03
107226,43725,1987-02-17,1988-02-17
107227,40000,1996-09-21,1997-09-21
107228,62986,1985-06-25,1986-06-25
107229,49582,1985-09-26,1986-09-26
107230,44199,1986-04-08,1987-04-08
107231,87759,1992-11-25,1993-11-25
107232,42131,1993-07-01,1994-07-01
107233,52826,1991-09-29,1992-09-28
107234,57066,1999-03-24,2000-03-23
107235,76249,1993-01-09,1994-01-09
107236,59715,1999-10-28,2000-10-27
107237,55666,1985-11-01,1986-03-24
107238,40000,1992-01-01,1992-12-31
107239,40000,1992-07-17,1993-07-17
107240,82283,1995-12-06,1996-12-05
107241,59193,1988-04-10,1989-04-10
107242,40000,1995-01-14,1996-01-14
107243,40000,1996-11-28,1997-07-11
107244,93224,1988-12-23,1989-12-23
107245,68492,1996-05-05,1997-05-05
107246,40000,1985-03-08,1986-03-08
107247,49542,1987-05-17,1988-05-16
107248,49628,1995-09-27,1996-09-26
107249,40000,1989-10-03,1990-10-03
107250,41072,1994-11-03,1995-11-03
107251,40000,1988-07-29,1989-07-29
107252,64975,1993-10-25,1994-10-25
107253,40000,1999-06-17,2000-06-16
107254,40000,1997-06-16,1998-06-16
107255,40000,1992-01-04,1993-01-03
107256,53404,1993-10-29,1994-10-29
107257,84999,1985-11-13,1986-11-13
107258,87036,1999-03-25,2000-03-24
107259,55112,1999-09-20,2000-09-19
107260,101939,1997-01-30,1998-01-30
107261,79080,1997-06-07,1998-06-07
107262,40000,1991-08-04,1992-08-03
107263,42146,1985-09-22,1986-09-22
107264,40000,1985-08-27,1986-08-27
107265,79838,1995-06-21,1996-06-20
107266,61060,1987-09-07,1988-09-06
107267,66079,1988-03-12,1989-03-12
107268,54228,1995-04-25,1996-04-24
107269,59758,1991-02-24,1992-02-24
107270,40000,1998-07-24,1999-07-24
107271,40000,1998-11-19,1999-11-19
107272,40000,1987-01-03,1988-01-03
107273,40000,1991-01-21,1992-01-21
107274,65559,1986-03-14,1987-03-14
107275,44177,1997-03-31,1998-03-31
107276,40000,1993-11-30,1994-11-30
107277,40000,1992-12-15,1993-12-15
107278,54010,1990-10-21,1991-10-21
107279,48433,1985-04-13,1986-04-13
107280,92017,1999-03-19,2000-03-18
107281,66086,1989-03-13,1990-03-13
107282,51534,1989-02-08,1990-02-08
107283,45530,1985-07-07,1986-07-07
107284,40000,1988-10-18,1989-10-18
107285,40981,1985-10-01,1986-10-01
107286,40000,1998-06-22,1999-06-22
107287,48709,1993-06-19,1994-06-19
107288,64782,1994-01-20,1995-01-20
107289,40000,1995-12-21,1996-12-20
107290,48949,1988-09-17,1989-09-17
107291,49574,1992-07-22,1993-07-22
107292,64509,1986-11-08,1987-11-08
107293,91575,1999-02-16,2000-02-16
107294,40000,1989-05-27,1990-05-27
107295,58835,1998-09-07,1999-09-07
107296,55069,1987-06-27,1988-02-01
107297,58581,1994-12-27,1995-12-27
107298,48118,1995-06-01,1996-05-31
107299,40000,1988-08-17,1989-08-17
107300,40000,1986-02-21,1987-02-21
107301,59066,1997-03-05,1998-03-05
107302,40000,1997-02-20,1998-02-20
107303,51680,1991-01-12,1992-01-12
107304,66684,1989-12-31,1990-12-31
107305,48034,1989-06-30,1990-06-30
107306,61483,1994-06-17,1995-06-17
107307,48442,1990-12-20,1991-12-20
107308,52390,1990-07-25,1991-07-25
107309,61140,1996-03-02,1997-03-02
107310,64999,1995-03-24,1996-03-23
107311,49414,1988-12-12,1989-12-12
107312,40000,1985-03-22,1986-03-22
107313,50940,1993-09-14,1994-09-14
107314,40000,1999-06-03,2000-06-02
107315,58116,1997-10-20,1998-10-20
107316,40000,1987-06-12,1988-06-11
107317,60867,1994-03-29,1995-03-29
107318,88215,1994-07-20,1995-07-20
107319,40000,1996-02-22,1997-02-21
107320,40000,1987-01-14,1988-01-14
107321,40000,1992-04-01,1993-04-01
107322,40000,1991-02-26,1992-02-26
107323,40000,1999-11-03,2000-11-02
107324,44424,1985-04-03,1986-04-03
107325,72170,1988-11-08,1989-11-08
107326,40000,1989-07-08,1990-07-08
107327,46585,1998-08-14,1999-08-14
107328,48549,1989-05-13,1990-05-13
107329,58795,1995-07-14,1996-07-13
107330,72573,1999-09-23,2000-09-22
107331,40000,1987-12-14,1988-12-13
107332,74461,1987-05-22,1988-05-21
107333,67210,1986-07-20,1987-07-20
107334,60147,1997-05-01,1998-05-01
107335,48283,1997-04-23,1998-04-23
107336,73071,1986-05-28,1987-05-28
107337,73670,1992-04-03,1993-04-03
107338,40000,1990-08-18,1991-08-18
107339,40000,1999-05-03,2000-05-02
107340,40000,1991-10-04,1992-10-03
107341,43265,1988-05-16,1989-05-16
107342,45188,1988-08-13,1989-08-13
107343,88837,1985-07-30,1986-07-30
107344,77067,1989-12-03,1990-12-03
107345,53259,1994-06-12,1995-06-12
107346,40000,1985-03-26,1986-03-26
107347,40259,1993-05-01,1994-05-01
107348,40000,1989-08-14,1990-08-14
107349,40000,1997-12-08,1998-12-08
107350,74720,1991-03-14,1992-03-13
107351,60453,1994-07-11,1995-07-11
107352,40000,1988-12-04,1989-12-04
107353,40000,1998-10-18,1999-10-18
107354,66557,1994-05-09,1995-05-09
107355,40000,1996-09-11,1997-09-11
107356,40000,1985-11-08,1986-11-08
107357,55485,1997-12-26,1998-12-26
107358,40000,1992-10-06,1993-10-06
107359,69866,1987-12-05,1988-12-04
107360,77537,1995-10-14,1996-10-13
107361,40000,1992-01-27,1993-01-26
107362,60579,1992-04-28,1993-04-28
107363,40000,1987-01-04,1988-01-04
107364,52738,1991-09-02,1992-09-01
107365,76063,1994-12-24,1995-12-24
107366,46152,1991-09-22,1992-09-21
107367,44820,1992-03-04,1992-05-26
107368,40000,1996-09-07,1997-09-07
107369,50364,1996-12-13,1997-12-13
107370,40000,1997-12-14,1998-12-14
107371,40000,1991-07-06,1992-07-05
107372,58161,1989-05-25,1990-05-25
107373,59864,1995-01-01,1996-01-01
107374,51003,1994-06-26,1995-06-26
107375,54736,1995-07-20,1996-07-19
107376,48109,1987-12-01,1988-11-30
107377,66729,1993-07-07,1994-07-07
107378,40000,1987-04-27,1988-04-26
107379,40000,1997-07-21,1998-07-21
107380,43817,1992-11-21,1993-11-21
107381,46517,1988-01-24,1989-01-23
107382,50853,1985-12-20,1986-12-20
107383,73971,1994-10-21,1995-10-21
107384,40000,1998-05-20,1999-05-20
107385,40567,1990-04-22,1991-04-22
107386,40000,1997-03-10,1998-03-10
107387,72267,1994-06-21,1995-06-21
107388,43710,1985-09-11,1986-09-11
107389,59242,1991-07-24,1992-07-23
107390,45466,1994-01-26,1995-01-26
107391,75536,1985-09-26,1986-09-26
107392,40000,1987-06-12,1988-06-11
107393,77881,1997-08-08,1998-08-08
107394,45925,1986-08-09,1987-08-09
107395,52891,1990-07-02,1991-07-02
107396,40000,1987-12-07,1988-12-06
107397,40000,1997-06-29,1998-06-29
107398,40374,1997-06-06,1998-06-06
107399,77395,1998-04-19,1999-04-19
107400,40000,1990-10-22,1991-10-22
107401,53849,1989-05-17,1990-05-17
107402,42033,1987-11-14,1988-11-13
107403,40747,1987-02-20,1988-02-20
107404,65656,1996-09-07,1997-09-07
107405,59846,1986-09-17,1987-09-17
107406,61878,1999-08-23,2000-08-22
107407,40000,1995-06-22,1996-06-21
107408,40000,1991-03-11,1992-03-10
107409,78984,1989-01-25,1990-01-25
107410,59319,1986-12-24,1987-12-24
107411,59930,1987-01-08,1988-01-08
107412,41106,1998-03-23,1999-03-23
107413,40000,1997-03-14,1998-03-14
107414,40000,1996-11-07,1997-11-07
107415,40000,1998-11-14,1999-11-14
107416,75241,1998-12-26,1999-12-26
107417,41262,1998-03-02,1999-03-02
107418,66757,1997-04-06,1998-04-06
107419,43728,1995-03-10,1996-03-09
107420,40000,1999-05-21,2000-05-20
107421,65869,1997-04-29,1997-08-07
107422,40000,1989-04-25,1990-04-25
107423,40000,1997-10-30,1998-10-30
107424,60149,1992-01-21,1993-01-20
107425,60401,1985-03-04,1986-03-04
107426,58619,1998-09-28,1999-09-28
107427,55185,1992-05-19,1993-05-19
107428,50971,1999-01-02,2000-01-02
107429,40000,1993-06-13,1994-06-13
107430,115227,1996-05-12,1997-05-12
107431,40000,1997-06-22,1998-06-22
107432,53483,1997-06-24,1998-06-24
107433,49026,1991-06-23,1992-06-22
107434,58757,1989-06-23,1990-06-23
107435,40000,1997-09-04,1998-09-04
107436,40000,1989-02-10,1990-02-10
107437,41741,1995-04-22,1996-04-21
107438,56106,1992-12-04,1993-12-04
107439,52678,1994-12-25,1995-12-25
107440,55065,1986-11-01,1987-11-01
107441,66664,1994-03-31,1995-03-31
107442,84424,1993-12-17,1994-12-17
107443,60050,1996-08-18,1997-08-18
107444,41281,1989-05-18,1990-05-18
107445,47227,1991-03-03,1992-03-02
107446,40000,1989-06-12,1990-06-12
107447,81179,1992-01-22,1993-01-21
107448,40000,1995-05-03,1996-05-02
107449,59635,1995-04-26,1996-04-25
107450,49562,1997-04-04,1998-04-04
107451,49636,1994-10-07,1995-10-07
107452,40771,1986-12-24,1987-12-24
107453,62330,1998-08-02,1999-08-02
107454,40000,1985-11-25,1986-11-25
107455,100201,1990-05-02,1991-05-02
107456,40000,1993-12-06,1994-12-06
107457,105671,1998-09-05,1999-09-05
107458,40000,1987-06-26,1988-06-25
107459,62234,1995-01-06,1996-01-06
107460,52213,1987-11-17,1988-11-16
107461,41804,1990-04-13,1991-04-13
107462,41534,1999-04-09,2000-04-08
107463,40000,1995-03-14,1996-03-13
107464,40000,1992-03-06,1993-03-06
107465,40000,1993-01-29,1994-01-29
107466,40000,1992-10-25,1993-10-25
107467,88503,1986-06-27,1987-06-27
107468,46298,1999-03-08,2000-03-07
107469,40000,1993-06-19,1994-06-19
107470,40000,1992-08-25,1993-08-25
107471,52071,1997-04-15,1998-04-15
107472,44877,1998-06-21,1999-06-21
107473,44402,1999-11-01,2000-10-31
107474,90921,1988-02-24,1989-02-23
107475,40000,1990-09-03,1991-09-03
107476,40000,1991-01-31,1992-01-31
107477,81279,1989-08-25,1990-08-25
107478,70122,1987-11-04,1988-11-03
107479,71470,1994-08-14,1995-08-14
107480,77341,1992-12-20,1993-12-20
107481,53714,1994-11-03,1995-11-03
107482,48557,2000-01-22,2000-03-10
107483,46641,1989-12-18,1990-12-18
107484,73921,1995-07-21,1996-07-20
107485,57703,1995-09-29,1996-09-28
107486,40000,1987-02-11,1988-02-11
107487,40000,1987-02-14,1988-02-14
107488,40000,1997-04-24,1998-04-24
107489,43503,1997-05-27,1998-05-27
107490,80342,1992-09-16,1993-09-16
107491,49177,1987-01-20,1988-01-20
107492,40000,1992-10-01,1993-10-01
107493,94812,1991-01-07,1992-01-07
107494,57805,1993-07-04,1994-07-04
107495,61084,1999-01-18,2000-01-18
107496,59420,1998-11-29,1999-11-29
107497,79744,1992-05-14,1993-05-14
107498,40000,1990-11-04,1991-11-04
107499,40000,1997-08-28,1998-08-28
107500,76558,1989-11-22,1990-11-22
107501,49786,1988-02-28,1989-02-27
107502,71020,1987-11-04,1988-09-05
107503,42324,1993-06-26,1994-06-26
107504,40000,1986-06-22,1987-06-22
107505,62259,1985-09-05,1986-09-05
107506,61252,1999-12-30,2000-12-29
107507,61150,1992-08-02,1993-08-02
107508,91591,1995-12-20,1996-12-19
107509,50669,1995-07-28,1996-07-27
107510,55099,1994-04-16,1995-04-16
107511,41891,1996-12-24,1997-12-24
107512,59226,1996-12-30,1997-12-30
107513,50732,1987-04-25,1988-04-24
107514,74256,1992-08-20,1993-08-20
107515,53973,1989-02-04,1990-02-04
107516,45955,1989-08-01,1990-08-01
107517,69243,1996-08-20,1997-08-20
107518,42426,1995-03-16,1996-03-15
107519,72767,1991-01-07,1992-01-07
107520,40000,1988-06-08,1989-06-08
107521,46395,1989-04-14,1990-04-14
107522,40000,1992-10-01,1993-02-26
107523,62181,1985-02-05,1986-02-05
107524,40000,1995-11-03,1996-11-02
107525,40353,1985-07-09,1986-07-09
107526,66495,1999-07-26,2000-07-25
107527,73618,1985-10-17,1986-10-17
107528,40000,1985-09-23,1986-09-23
107529,40000,1995-02-01,1996-02-01
107530,40000,1995-03-10,1996-03-09
107531,69532,1988-08-06,1989-08-06
107532,49161,1986-12-23,1987-12-23
107533,94838,1997-11-05,1998-11-05
107534,67102,1988-03-09,1989-03-09
107535,40000,1990-08-06,1991-08-06
107536,43918,1991-11-24,1992-11-23
107537,69587,1995-10-30,1996-10-29
107538,40000,1999-09-20,2000-09-19
107539,59393,1993-06-23,1994-06-23
107540,56139,1985-03-19,1986-03-19
107541,70197,1988-03-30,1989-03-30
107542,53814,1987-08-06,1988-08-05
107543,40000,1988-09-22,1989-09-22
107544,43896,1999-06-22,2000-06-21
107545,41944,1986-11-28,1987-11-28
107546,40000,1993-08-24,1994-08-24
107547,54551,1996-06-28,1997-06-28
107548,40000,2000-01-18,2001-01-17
107549,57031,1995-08-02,1996-08-01
107550,48975,1988-03-27,1989-03-27
107551,40000,1998-09-13,1999-09-13
107552,71035,1991-05-13,1992-05-12
107553,40000,1987-12-23,1988-12-22
107554,77044,1990-06-08,1991-06-08
107555,40000,1989-01-30,1990-01-30
107556,40000,1990-11-27,1991-11-27
107557,43221,1990-07-03,1991-07-03
107558,40000,1996-05-10,1997-05-10
107559,40000,1992-04-05,1993-04-05
107560,44392,1988-12-23,1989-12-23
107561,48887,1987-07-18,1988-07-17
107562,46002,1995-08-24,1996-08-23
107563,40000,1996-05-09,1997-05-09
107564,46467,1989-11-13,1990-11-13
107565,42876,1988-06-05,1989-06-05
107566,40000,1987-10-05,1988-10-04
107567,58720,1998-05-21,1999-05-21
107568,40000,1999-03-15,2000-03-14
107569,54032,1992-06-22,1993-06-22
107570,40000,1985-03-21,1986-03-21
107571,40000,1999-05-24,2000-05-23
107572,55374,1997-12-24,1998-04-21
107573,45589,1995-03-22,1996-03-21
107574,40000,1985-04-11,1986-04-11
107575,83560,1991-05-02,1992-05-01
107576,40000,1985-07-18,1986-07-18
107577,56673,1991-03-27,1992-03-26
107578,46711,1999-11-02,2000-11-01
107579,42590,1985-09-14,1986-04-17
107580,77234,1992-04-13,1993-04-13
107581,46214,1986-03-26,1987-03-26
107582,40000,1990-08-29,1991-08-29
107583,40000,1989-05-26,1990-05-26
107584,93297,1992-07-22,1993-07-22
107585,62065,1988-08-11,1989-08-11
107586,40000,1997-11-26,1998-11-26
107587,54119,1986-06-05,1987-06-05
107588,40000,1994-07-19,1995-07-19
107589,67526,1988-04-13,1989-04-13
107590,46621,1985-03-26,1986-03-26
107591,89763,1999-12-13,2000-12-12
107592,80040,1986-05-01,1987-05-01
107593,61143,1988-04-21,1989-04-21
107594,45126,1998-06-04,1999-06-04
107595,89241,1992-09-19,1993-09-19
107596,53511,1991-06-13,1992-06-12
107597,51414,1992-12-01,1993-12-01
107598,71830,1992-06-26,1993-06-26
107599,40000,1989-11-24,1990-11-24
107600,52759,1997-09-07,1998-09-07
107601,46947,1998-08-03,1999-08-03
107602,40000,1998-10-08,1999-10-08
107603,40017,1992-05-09,1993-05-09
107604,45026,1994-07-31,1995-07-31
107605,60008,1987-12-13,1988-12-12
107606,40000,1989-06-19,1990-06-19
107607,47771,1989-08-29,1990-08-29
107608,57860,1988-05-04,1989-05-04
107609,71032,1989-12-11,1990-12-11
107610,49896,1996-02-19,1997-02-18
107611,51289,1996-06-13,1997-06-13
107612,40000,1992-07-30,1993-07-30
107613,40000,1993-02-01,1994-02-01
107614,72170,1997-09-01,1998-09-01
107615,54330,1992-04-21,1993-04-21
107616,40000,1989-03-13,1990-03-13
107617,74122,1992-05-10,1993-05-10
107618,40000,1995-03-08,1996-03-07
107619,59033,1989-12-05,1990-12-05
107620,43390,1986-04-07,1987-04-07
107621,40000,1989-04-11,1990-04-11
107622,44730,1997-10-07,1998-10-07
107623,40634,1988-05-25,1989-05-25
107624,43229,1998-07-14,1999-07-14
107625,40000,1998-09-09,1999-09-09
107626,68549,1993-02-25,1994-02-25
107627,40000,1998-01-11,1999-01-11
107628,40000,1986-07-09,1987-07-09
107629,47923,1994-11-30,1995-11-30
107630,40000,1991-05-09,1992-05-08
107631,59242,1985-10-08,1986-10-08
107632,94820,1986-09-09,1987-09-09
107633,45677,1989-05-07,1990-05-07
107634,75860,1997-06-17,1998-06-17
107635,40000,1985-02-05,1986-02-05
107636,44148,1993-05-21,1994-05-21
107637,64623,1991-02-19,1992-02-19
107638,41745,1996-07-24,1997-07-24
107639,43994,1987-03-14,1988-03-13
107640,60786,1997-08-09,1998-08-09
107641,40000,1992-01-30,1993-01-29
107642,67118,1999-07-16,2000-07-15
107643,48040,1995-05-10,1996-05-09
107644,40000,1993-07-22,1994-07-22
107645,50737,1986-11-15,1987-11-15
107646,40000,1993-04-17,1994-04-17
107647,74806,1992-10-03,1993-10-03
107648,40000,1996-04-10,1997-04-10
107649,59240,1989-09-07,1990-09-07
107650,49192,1997-06-18,1998-06-18
107651,70208,1989-05-30,1990-05-30
107652,40000,1987-03-26,1988-03-25
107653,40000,1993-04-07,1994-04-07
107654,54222,1987-04-17,1988-04-16
107655,40000,1992-04-15,1993-04-15
107656,40000,1999-12-03,2000-12-02
107657,40000,1986-12-28,1987-12-28
107658,40000,1998-08-09,1999-08-09
107659,40000,1988-10-16,1989-10-16
107660,40000,1999-01-15,1999-12-10
107661,52326,1995-10-06,1996-10-05
107662,93063,1991-05-19,1992-05-18
107663,73759,1992-04-08,1993-04-08
107664,60161,1999-07-19,2000-07-18
107665,40000,1997-04-14,1998-04-14
107666,52010,1997-05-15,1998-05-15
107667,48865,1989-08-18,1990-08-18
107668,55105,1986-07-07,1987-07-07
